#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
75,Carlos Perez,542208,10642,10642,9035,,CHC,C,C/1B,Perez,Carlos,Pérez,Carlos,Carlos Pérez
76,Rob Brantly,542963,10655,10655,8369,,MIA,C,C,Brantly,Rob,Brantly,Rob,Rob Brantly
77,Andrew Bellatti,571479,10657,10657,9041,*02hc5*,SD,RP,RP,Bellatti,Andrew,Bellatti,Andrew,Andrew Bellatti
78,Gio Urshela,570482,10681,10681,9069,*026rz*,ATH,3B,1B/3B,Urshela,Gio,Urshela,Gio,Gio Urshela
79,Jurickson Profar,595777,10815,10815,8228,*01spl*,ATL,OF,OF,Profar,Jurickson,Profar,Jurickson,Jurickson Profar
80,Rangel Ravelo,592660,10839,,9233,,SEA,DH,OF,Ravelo,Rangel,Ravelo,Rangel,Rangel Ravelo
81,Chasen Shreve,592741,10855,10855,17698,*02hkk*,ATL,RP,RP,Shreve,Chasen,Shreve,Chasen,Chasen Shreve
82,Jacob deGrom,594798,10954,10954,8784,*02hjp*,TEX,SP,SP,deGrom,Jacob,deGrom,Jacob,Jacob deGrom
83,Vince Velasquez,592826,11189,11189,9070,*028is*,CLE,SP,SP,Velasquez,Vince,Velasquez,Vince,Vince Velasquez
84,Tyler Lyons,544928,11334,,8493,*02haz*,NYY,RP,RP,Lyons,Tyler,Lyons,Tyler,Tyler Lyons
85,Jake Marisnick,545350,11339,11339,8437,*01sit*,ATL,OF,OF,Marisnick,Jake,Marisnick,Jake,Jake Marisnick
86,Tommy Kahnle,592454,11384,11384,8736,*02ccf*,DET,RP,RP,Kahnle,Tommy,Kahnle,Tommy,Tommy Kahnle
87,Jose Quintana,500779,11423,11423,8280,*025kd*,MIL,SP,SP,Quintana,Jose,Quintana,Jose,Jose Quintana
88,Gary Sanchez,596142,11442,11442,8212,*01t9q*,BAL,C,C,Sanchez,Gary,Sánchez,Gary,Gary Sánchez
89,Mark Canha,592192,11445,11445,8977,*025eo*,KC,1B/OF,1B/OF,Canha,Mark,Canha,Mark,Mark Canha
90,Dixon Machado,553988,11472,11472,9050,*027h1*,CHC,SS,SS,Machado,Dixon,Machado,Dixon,Dixon Machado
91,Christian Yelich,592885,11477,11477,7903,*025dn*,MIL,OF,OF,Yelich,Christian,Yelich,Christian,Christian Yelich
92,Robbie Ray,592662,11486,11486,8775,*025j1*,SF,SP,SP,Ray,Robbie,Ray,Robbie,Robbie Ray
93,Joely Rodriguez,570257,11487,11487,9460,*03ani*,FA,RP,RP,Rodriguez,Joely,,,
94,Michael A. Taylor,572191,11489,11489,8866,*02h9j*,CHW,OF,OF,Taylor,Michael A.,Taylor,Michael A.,Michael A. Taylor
95,Manny Machado,592518,11493,11493,7891,*01svq*,SD,3B,3B,Machado,Manny,Machado,Manny,Manny Machado
96,Bryce Harper,547180,11579,11579,7885,*01fh9*,PHI,1B,1B,Harper,Bryce,Harper,Bryce,Bryce Harper
97,Jose Urena,570632,11589,11589,9010,*02j6w*,NYM,RP,RP,Urena,Jose,Ureña,José,José Ureña
98,Yolmer Sanchez,570560,11602,11602,8846,*02i35*,LAA,2B,2B,Sanchez,Yolmer,Sánchez,Yolmer,Yolmer Sánchez
99,Willson Contreras,575929,11609,11609,9263,*03oh0*,STL,C,C,Contreras,Willson,Contreras,Willson,Willson Contreras
100,Brandon Drury,592273,11615,11615,8931,*02hlw*,FA,2B,1B/2B/ 3B,Drury,Brandon,,,
101,Heath Hembree,592390,11632,11632,8604,,SEA,RP,RP,Hembree,Heath,Hembree,Heath,Heath Hembree
102,Jameson Taillon,592791,11674,11674,7886,*01srb*,CHC,SP,SP,Taillon,Jameson,Taillon,Jameson,Jameson Taillon
103,Elias Diaz,553869,11680,11680,9153,*03fhx*,SD,C,C,Diaz,Elias,Díaz,Elias,Elias Díaz
104,Nick Castellanos,592206,11737,11737,8221,*01uc9*,PHI,OF,OF,Castellanos,Nick,Castellanos,Nick,Nick Castellanos
105,J.T. Realmuto,592663,11739,11739,8800,*025i9*,PHI,C,C,Realmuto,J.T.,Realmuto,J.T.,J.T. Realmuto
106,Luke Jackson,592426,11752,11752,8716,*025ey*,TEX,RP,RP,Jackson,Luke,Jackson,Luke,Luke Jackson
107,Drew Smyly,592767,11760,11760,8246,*025ej*,FA,RP,RP,Smyly,Drew,,,
108,Taijuan Walker,592836,11836,11836,8418,*025dq*,PHI,SP,SP,Walker,Taijuan,Walker,Taijuan,Taijuan Walker
109,Joc Pederson,592626,11899,11899,8688,*026qc*,TEX,DH,OF,Pederson,Joc,Pederson,Joc,Joc Pederson
110,Jon Berti,542932,12037,12037,10113,*02c4r*,CHC,3B,SS/3B,Berti,Jon,Berti,Jon,Jon Berti
111,Kyle Hendricks,543294,12049,12049,8841,*02bwg*,LAA,SP,SP,Hendricks,Kyle,Hendricks,Kyle,Kyle Hendricks
112,Scott McGough,543518,12056,12056,9130,*02btq*,ARI,RP,RP,McGough,Scott,McGough,Scott,Scott McGough
113,Yimi Garcia,554340,12095,12095,8895,*02z0e*,TOR,RP,RP,Garcia,Yimi,García,Yimi,Yimi García
114,Max Kepler,596146,12144,12144,9172,*01vja*,PHI,OF,OF,Kepler,Max,Kepler,Max,Max Kepler
115,Nick Ahmed,605113,12147,12147,8833,*02br3*,FA,SS,SS,Ahmed,Nick,,,
116,Eddie Rosario,592696,12155,12155,8675,*025f7*,LAD,OF,OF,Rosario,Eddie,Rosario,Eddie,Eddie Rosario
117,Austin Barnes,605131,12158,12158,9049,*02bwt*,LAD,C,C,Barnes,Austin,Barnes,Austin,Austin Barnes
118,Ben Gamel,592325,12160,12160,9197,*02hka*,DET,OF,OF,Gamel,Ben,Gamel,Ben,Ben Gamel
119,Xander Bogaerts,593428,12161,12161,8417,*025gb*,SD,2B/SS,2B/SS,Bogaerts,Xander,Bogaerts,Xander,Xander Bogaerts
120,Miguel Sano,593934,12164,12164,8222,*01s9d*,FA,3B,1B/3B,Sano,Miguel,,,
121,Jorge Alfaro,595751,12180,12180,8715,,MIL,OF,OF,Alfaro,Jorge,Alfaro,Jorge,Jorge Alfaro
122,Rougned Odor,596059,12282,12282,8718,*026ly*,FA,2B,2B/OF,Odor,Rougned,,,
123,Chris Bassitt,605135,12304,12304,8879,*02c2h*,TOR,SP,SP,Bassitt,Chris,Bassitt,Chris,Chris Bassitt
124,Colin Rea,607067,12317,12317,9124,*02bzn*,CHC,SP,SP,Rea,Colin,Rea,Colin,Colin Rea
125,Jacob Barnes,606930,12323,12323,9277,*02c14*,TOR,RP,RP,Barnes,Jacob,Barnes,Jacob,Jacob Barnes
126,Kevin Pillar,607680,12434,12434,8576,*02xi1*,TEX,OF,OF,Pillar,Kevin,Pillar,Kevin,Kevin Pillar
127,Seth Lugo,607625,12447,12447,9312,*03sef*,KC,SP,SP,Lugo,Seth,Lugo,Seth,Seth Lugo
128,Kolten Wong,543939,12532,12532,8217,,FA,2B,2B,Wong,Kolten,,,
129,Marcus Semien,543760,12533,12533,8602,*02bu9*,TEX,2B,2B,Semien,Marcus,Semien,Marcus,Marcus Semien
130,Eugenio Suarez,553993,12552,12552,8805,*02jh6*,ARI,3B,3B,Suarez,Eugenio,Suárez,Eugenio,Eugenio Suárez
131,Trevor Story,596115,12564,12564,8658,*02bqh*,BOS,SS,SS,Story,Trevor,Story,Trevor,Trevor Story
132,Blake Treinen,595014,12572,12572,8756,*02bve*,LAD,RP,RP,Treinen,Blake,Treinen,Blake,Blake Treinen
133,Adrian Houser,605288,12718,12718,9175,*02brc*,TEX,SP,SP,Houser,Adrian,Houser,Adrian,Adrian Houser
134,Nick Martinez,607259,12730,12730,8748,*02c4q*,CIN,SP,SP,Martinez,Nick,Martinez,Nick,Nick Martinez
135,Rafael Montero,606160,12760,12760,8682,*02jhl*,HOU,RP,RP,Montero,Rafael,Montero,Rafael,Rafael Montero
136,Chris Devenski,606965,12763,12763,9342,*02i31*,NYM,RP,RP,Devenski,Chris,Devenski,Chris,Chris Devenski
137,Sonny Gray,543243,12768,12768,8546,*0260v*,STL,SP,SP,Gray,Sonny,Gray,Sonny,Sonny Gray
138,Mike Clevinger,605182,12808,12808,9210,*02bsw*,CHW,RP,RP,Clevinger,Mike,Clevinger,Mike,Mike Clevinger
139,Andrew Kittredge,552640,12828,12828,9706,*04ggi*,BAL,RP,RP,Kittredge,Andrew,Kittredge,Andrew,Andrew Kittredge
140,George Springer,543807,12856,12856,8433,*025he*,TOR,OF,OF,Springer,George,Springer,George,George Springer
141,Shawn Armstrong,542888,12857,12857,9123,*02c47*,TEX,RP,RP,Armstrong,Shawn,Armstrong,Shawn,Shawn Armstrong
142,James McCann,543510,12859,12859,8897,*02bra*,ATL,C,C,McCann,James,McCann,James,James McCann
143,Anthony Rendon,543685,12861,12861,8225,*01tt9*,LAA,3B,3B,Rendon,Anthony,Rendon,Anthony,Anthony Rendon
144,Andrew McKirahan,605374,12870,,8990,,MIA,RP,RP,McKirahan,Andrew,McKirahan,Andrew,Andrew McKirahan
145,Tyler Anderson,542881,12880,12880,9107,*026mq*,LAA,SP,SP,Anderson,Tyler,Anderson,Tyler,Tyler Anderson
146,Francisco Lindor,596019,12916,12916,8226,*02611*,NYM,SS,SS,Lindor,Francisco,Lindor,Francisco,Francisco Lindor
147,Brandon Nimmo,607043,12927,12927,8955,*02bq2*,NYM,OF,OF,Nimmo,Brandon,Nimmo,Brandon,Brandon Nimmo
148,Joe Musgrove,605397,12970,12970,9248,*02bqy*,SD,SP,SP,Musgrove,Joe,Musgrove,Joe,Joe Musgrove
149,Joe Ross,605452,12972,12972,9065,*02bq6*,PHI,SP,SP,Ross,Joe,Ross,Joe,Joe Ross
150,Austin Hedges,595978,12976,12976,8431,*02brk*,CLE,C,C,Hedges,Austin,Hedges,Austin,Austin Hedges
151,Javier Baez,595879,12979,12979,8643,*026mn*,DET,SS,SS,Baez,Javier,Báez,Javier,Javier Báez
152,Andrew Chafin,605177,12988,12988,8863,*02bqd*,DET,RP,RP,Chafin,Andrew,Chafin,Andrew,Andrew Chafin
153,Teoscar Hernandez,606192,13066,13066,9428,*02xic*,LAD,OF,OF,Hernandez,Teoscar,Hernández,Teoscar,Teoscar Hernández
154,Yu Darvish,506433,13074,13074,8210,*01c5l*,SD,SP,SP,Darvish,Yu,Darvish,Yu,Yu Darvish
155,Gerrit Cole,543037,13125,13125,8231,*01spo*,NYY,SP,SP,Cole,Gerrit,Cole,Gerrit,Gerrit Cole
156,Derek Law,571882,13133,13133,9289,*02bx6*,WSH,RP,RP,Law,Derek,Law,Derek,Derek Law
157,Josh Bell,605137,13145,13145,8962,*026lz*,WSH,1B,1B,Bell,Josh,Bell,Josh,Josh Bell
158,Jorge Polanco,593871,13152,13152,8832,*02yd1*,SEA,2B,2B,Polanco,Jorge,Polanco,Jorge,Jorge Polanco
159,Eduardo Rodriguez,593958,13164,13164,8632,*029si*,ARI,SP,SP,Rodriguez,Eduardo,Rodriguez,Eduardo,Eduardo Rodriguez
160,Orlando Arcia,606115,13185,13185,8950,*02i1q*,ATL,SS,SS,Arcia,Orlando,Arcia,Orlando,Orlando Arcia
161,Michael Fulmer,605242,13218,13218,9217,*02bqj*,BOS,RP,RP,Fulmer,Michael,Fulmer,Michael,Michael Fulmer
162,Ross Stripling,548389,13273,13273,9281,*02bwr*,FA,SP,SP,Stripling,Ross,,,
163,Danny Coulombe,543056,13293,13293,8921,*02hxd*,MIN,RP,RP,Coulombe,Danny,Coulombe,Danny,Danny Coulombe
164,Max Muncy,571970,13301,13301,8691,*02mzg*,LAD,3B,1B/3B,Muncy,Max,Muncy,Max,Max Muncy
165,Ildemaro Vargas,545121,13324,13324,9562,*0433b*,ARI,2B/3B,2B/SS/ 3B/OF,Vargas,Ildemaro,Vargas,Ildemaro,Ildemaro Vargas
166,Jake Lamb,571875,13329,13329,8862,*02mzn*,SF,1B,1B,Lamb,Jake,Lamb,Jake,Jake Lamb
167,Omar Narvaez,553882,13338,13338,9400,*043f8*,FA,C,C,Narvaez,Omar,,,
168,Luke Maile,571912,13355,13355,9143,*02n1q*,FA,C,C,Maile,Luke,,,
169,Tyler Naquin,571980,13359,13359,9207,,CLE,OF,OF,Naquin,Tyler,Naquin,Tyler,Tyler Naquin
170,Steven Matz,571927,13361,13361,8689,*02h8d*,STL,SP,SP,Matz,Steven,Matz,Steven,Steven Matz
171,Dylan Floro,571670,13394,13394,9401,*02hhd*,ATH,RP,RP,Floro,Dylan,Floro,Dylan,Dylan Floro
172,Christian Walker,572233,13419,13419,8924,*02mw3*,HOU,1B,1B,Walker,Christian,Walker,Christian,Christian Walker
173,Marcus Stroman,573186,13431,13431,8721,*02hg4*,NYY,SP,SP,Stroman,Marcus,Stroman,Marcus,Marcus Stroman
174,Pierce Johnson,572955,13435,13435,8645,*02hdy*,ATL,RP,RP,Johnson,Pierce,Johnson,Pierce,Pierce Johnson
175,Taylor Rogers,573124,13449,13449,9225,*02n3l*,CIN,RP,RP,Rogers,Taylor,Rogers,Taylor,Taylor Rogers
176,Lucas Sims,608371,13470,13470,8630,*02mw7*,WSH,RP,RP,Sims,Lucas,Sims,Lucas,Lucas Sims
177,Tom Murphy,608596,13499,13499,8657,*02t8m*,SF,C,C,Murphy,Tom,Murphy,Tom,Tom Murphy
178,Jose Ramirez,608070,13510,13510,8594,*01ub6*,CLE,3B,3B,Ramirez,Jose,Ramírez,José,José Ramírez
179,Matt Bowman,621199,13528,13528,9273,*02n53*,BAL,RP,RP,Bowman,Matt,Bowman,Matt,Matt Bowman
180,Blake Snell,605483,13543,13543,9328,*02bqr*,LAD,SP,SP,Snell,Blake,Snell,Blake,Blake Snell
181,Steven Okert,595345,13580,13580,9290,*02myt*,HOU,RP,RP,Okert,Steven,Okert,Steven,Steven Okert
182,Jesse Winker,608385,13590,13590,8647,*02mwg*,NYM,OF,OF,Winker,Jesse,Winker,Jesse,Jesse Winker
183,Robert Stephenson,596112,13594,13594,8650,*02bq7*,LAA,RP,RP,Stephenson,Robert,Stephenson,Robert,Robert Stephenson
184,Patrick Wisdom,621550,13602,13602,9805,*02mws*,FA,1B,1B/3B/ OF,Wisdom,Patrick,,,
185,Carl Edwards Jr.,605218,13607,13607,9329,*02of2*,LAA,RP,RP,Edwards Jr.,Carl,Edwards Jr.,Carl,Carl Edwards Jr.
186,Mookie Betts,605141,13611,13611,8638,*02btf*,LAD,SS/OF,2B/SS/ OF,Betts,Mookie,Betts,Mookie,Mookie Betts
187,Ketel Marte,606466,13613,13613,9112,*0326s*,ARI,2B,2B,Marte,Ketel,Marte,Ketel,Ketel Marte
188,Carson Kelly,608348,13620,13620,9452,*02mxf*,CHC,C,C,Kelly,Carson,Kelly,Carson,Carson Kelly
189,Jeimer Candelario,600869,13621,13621,9264,*027fx*,CIN,1B/3B,1B/3B,Candelario,Jeimer,Candelario,Jeimer,Jeimer Candelario
190,Corey Seager,608369,13624,13624,8668,*02mw6*,TEX,SS,SS,Seager,Corey,Seager,Corey,Corey Seager
191,Jacob Stallings,607732,13723,13723,9384,*02j7h*,COL,C,C,Stallings,Jacob,Stallings,Jacob,Jacob Stallings
192,David Dahl,621311,13744,13744,8651,,FA,OF,OF,Dahl,David,,,
193,Chris Taylor,621035,13757,13757,8852,*02u47*,LAD,2B/3B/ OF,2B/3B/ OF,Taylor,Chris,Taylor,Chris,Chris Taylor
194,Chris Stratton,608717,13761,13761,9292,*02mw1*,KC,RP,RP,Stratton,Chris,Stratton,Chris,Chris Stratton
195,JT Chargois,608638,13767,13767,9221,,TEX,RP,RP,Chargois,JT,Chargois,JT,JT Chargois
196,Travis Jankowski,608671,13768,13768,9125,*02j2v*,CHW,OF,OF,Jankowski,Travis,Jankowski,Travis,Travis Jankowski
197,Rob Refsnyder,608701,13770,13770,8929,*02mzf*,BOS,OF,OF,Refsnyder,Rob,Refsnyder,Rob,Rob Refsnyder
198,Zach Eflin,621107,13774,13774,9379,*02mwq*,BAL,SP,SP,Eflin,Zach,Eflin,Zach,Zach Eflin
199,Alex Wood,622072,13781,13781,8506,*02mwv*,FA,SP,SP,Wood,Alex,,,
200,Matt Strahm,621381,13799,13799,9205,*02nax*,PHI,RP,RP,Strahm,Matt,Strahm,Matt,Matt Strahm
201,Matt Duffy,622110,13836,13836,8856,*02c5y*,FA,2B/3B,2B/SS/ 3B,Duffy,Matt,,,
202,Paul Sewald,623149,13892,13892,9642,*02n2x*,CLE,RP,RP,Sewald,Paul,Sewald,Paul,Paul Sewald
203,Tyler Heineman,623168,13897,13897,10691,*02n1c*,TOR,C,C,Heineman,Tyler,Heineman,Tyler,Tyler Heineman
204,Brent Suter,608718,13942,13942,9436,*03cav*,CIN,RP,RP,Suter,Brent,Suter,Brent,Brent Suter
205,Michael Wacha,608379,14078,14078,8426,*02iug*,KC,SP,SP,Wacha,Michael,Wacha,Michael,Michael Wacha
206,Kevin Gausman,592332,14107,14107,8427,*02hi7*,TOR,SP,SP,Gausman,Kevin,Gausman,Kevin,Kevin Gausman
207,Albert Almora Jr.,546991,14109,14109,8639,,MIA,OF,OF,Almora Jr.,Albert,Almora Jr.,Albert,Albert Almora Jr.
208,Lance McCullers Jr.,621121,14120,14120,8659,*026l1*,HOU,SP,SP,McCullers Jr.,Lance,McCullers Jr.,Lance,Lance McCullers Jr.
209,Joey Gallo,608336,14128,14128,8711,*02i3v*,FA,1B,1B/OF,Gallo,Joey,,,
210,Daniel Vogelbach,596129,14130,14130,8642,*02br5*,FA,DH,DH,Vogelbach,Daniel,,,
211,Byron Buxton,621439,14161,14161,8674,*02i2k*,MIN,OF,OF,Buxton,Byron,Buxton,Byron,Byron Buxton
212,Carlos Correa,621043,14162,14162,8656,*02i2q*,MIN,SS,SS,Correa,Carlos,Correa,Carlos,Carlos Correa
213,Jose Berrios,621244,14168,14168,8951,*02mwk*,TOR,SP,SP,Berrios,Jose,Berríos,José,José Berríos
214,Josh Hader,623352,14212,14212,9492,*02n96*,HOU,RP,RP,Hader,Josh,Hader,Josh,Josh Hader
215,Jorge Soler,624585,14221,14221,8331,*02i11*,LAA,OF,OF,Soler,Jorge,Soler,Jorge,Jorge Soler
216,Ray Black,605143,14244,,9286,*02bvi*,MIL,RP,RP,Black,Ray,Black,Ray,Ray Black
217,Mitch Haniger,571745,14274,14274,9431,*02mwj*,FA,OF,OF,Haniger,Mitch,,,
218,Wandy Peralta,593974,14295,14295,9448,*047sh*,SD,RP,RP,Peralta,Wandy,Peralta,Wandy,Wandy Peralta
219,Frankie Montas,593423,14309,14309,9103,*02yg3*,NYM,SP,SP,Montas,Frankie,Montas,Frankie,Frankie Montas Jr.
220,Matt Olson,621566,14344,14344,8690,*02mwm*,ATL,1B,1B,Olson,Matt,Olson,Matt,Matt Olson
221,Tyler Glasnow,607192,14374,14374,8700,*02btx*,LAD,SP,SP,Glasnow,Tyler,Glasnow,Tyler,Tyler Glasnow
222,Amir Garrett,607237,14375,14375,9253,*02i3x*,TOR,RP,RP,Garrett,Amir,Garrett,Amir,Amir Garrett
223,Harold Ramirez,623912,14387,14387,9260,*02i3m*,FA,DH,OF,Ramirez,Harold,,,
224,Joe Hudson,621529,14412,14412,10105,,HOU,C,C,Hudson,Joe,Hudson,Joe,Joe Hudson
225,Jake Cave,595909,14477,14477,9251,*02bul*,FA,OF,OF,Cave,Jake,,,
226,Jose Leclerc,600917,14524,14524,9239,*030×2*,ATH,RP,RP,Leclerc,Jose,Leclerc,José,José Leclerc
227,Jorge Lopez,605347,14527,14527,9173,*02brf*,WSH,RP,RP,Lopez,Jorge,López,Jorge,Jorge López
228,Carlos Estevez,608032,14542,14542,9294,*03mnq*,KC,RP,RP,Estevez,Carlos,Estévez,Carlos,Carlos Estévez
229,Edwin Diaz,621242,14710,14710,9376,*02my5*,NYM,RP,RP,Diaz,Edwin,Díaz,Edwin,Edwin Díaz
230,Manuel Margot,622534,14712,14712,8936,*02i3d*,DET,OF,OF,Margot,Manuel,Margot,Manuel,Manuel Margot
231,Paul Blackburn,621112,14739,14739,9578,*02mwd*,NYM,SP,SP,Blackburn,Paul,Blackburn,Paul,Paul Blackburn
232,Kyle Farmer,571657,14813,14813,9537,*0312h*,COL,2B/3B,2B/SS/ 3B,Farmer,Kyle,Farmer,Kyle,Kyle Farmer
233,Buck Farmer,571656,14814,14814,8867,*02n6j*,ATL,RP,RP,Farmer,Buck,Farmer,Buck,Buck Farmer
234,Michael Lorenzen,547179,14843,14843,9028,*02hir*,KC,SP,SP,Lorenzen,Michael,Lorenzen,Michael,Michael Lorenzen
235,Joe Mantiply,573009,14857,14857,9450,*03mle*,ARI,RP,RP,Mantiply,Joe,Mantiply,Joe,Joe Mantiply
236,Sam Moll,594580,14874,14874,9498,*0311r*,CIN,RP,RP,Moll,Sam,Moll,Sam,Sam Moll
237,Tony Kemp,643393,14894,14894,9364,,FA,2B/OF,2B/OF,Kemp,Tony,,,
238,Jon Gray,592351,14916,14916,8653,*02bxv*,TEX,SP,SP,Gray,Jon,Gray,Jon,Jon Gray
239,Chad Kuhl,641771,14975,14975,9390,,ATL,RP,RP,Kuhl,Chad,Kuhl,Chad,Chad Kuhl
240,German Marquez,608566,15038,15038,9295,*03amq*,COL,SP,SP,Marquez,German,Márquez,Germán,Germán Márquez
241,Trevor Gott,641627,15046,15046,9074,*0316r*,SEA,RP,RP,Gott,Trevor,Gott,Trevor,Trevor Gott
242,Dom Nunez,624513,15055,15055,10673,*03125*,CLE,DH,C,Nunez,Dom,Nuñez,Dom,Dom Nuñez
243,Rob Zastryzny,642239,15094,15094,9435,*0310m*,NYY,RP,RP,Zastryzny,Rob,Zastryzny,Rob,Rob Zastryzny
244,Ben Heller,621294,15100,15100,9426,*031gh*,CHC,RP,RP,Heller,Ben,Heller,Ben,Ben Heller
245,Ryan McMahon,641857,15112,15112,9726,*0310n*,COL,3B,3B,McMahon,Ryan,McMahon,Ryan,Ryan McMahon
246,Trey Mancini,641820,15149,15149,9461,*031c4*,ARI,DH,1B,Mancini,Trey,Mancini,Trey,Trey Mancini
247,Mitch Garver,641598,15161,15161,9549,*031cd*,SEA,C,C,Garver,Mitch,Garver,Mitch,Mitch Garver
248,Tim Anderson,641313,15172,15172,8976,*03110*,LAA,SS,SS,Anderson,Tim,Anderson,Tim,Tim Anderson
249,Adam Frazier,624428,15223,15223,9387,*0316t*,PIT,2B/OF,2B/3B/ OF,Frazier,Adam,Frazier,Adam,Adam Frazier
250,Mike Tauchman,643565,15274,15274,9698,*0312v*,CHW,OF,OF,Tauchman,Mike,Tauchman,Mike,Mike Tauchman
251,Andrew Heaney,571760,15423,15423,8670,*02mv0*,PIT,SP,SP,Heaney,Andrew,Heaney,Andrew,Andrew Heaney
252,Kris Bryant,592178,15429,15429,8644,*01ubo*,COL,DH,1B/OF,Bryant,Kris,Bryant,Kris,Kris Bryant
253,Matthew Boyd,571510,15440,15440,9087,*02n4s*,CHC,SP,SP,Boyd,Matthew,Boyd,Matthew,Matthew Boyd
254,Jose De Leon,592254,15463,15463,9453,,BOS,RP,RP,De Leon,Jose,De León,José,José De León
255,Hunter Renfroe,592669,15464,15464,8968,*03022*,KC,OF,OF,Renfroe,Hunter,Renfroe,Hunter,Hunter Renfroe
256,Lucas Giolito,608337,15474,15474,8724,*02i37*,BOS,SP,SP,Giolito,Lucas,Giolito,Lucas,Lucas Giolito
257,Antonio Senzatela,622608,15488,15488,9297,*02zoa*,COL,SP,SP,Senzatela,Antonio,Senzatela,Antonio,Antonio Senzatela
258,J.P. Crawford,641487,15491,15491,8694,*0310z*,SEA,SS,SS,Crawford,J.P.,Crawford,J.P.,J.P. Crawford
259,Kendall Graveman,608665,15514,15514,8900,*031c2*,ARI,RP,RP,Graveman,Kendall,Graveman,Kendall,Kendall Graveman
260,Chad Green,643338,15552,15552,9361,*0374o*,TOR,RP,RP,Green,Chad,Green,Chad,Chad Green
261,Aaron Judge,592450,15640,15640,8956,*02z0s*,NYY,OF,OF,Judge,Aaron,Judge,Aaron,Aaron Judge
262,Dominic Smith,642086,15653,15653,8679,*02z96*,NYY,1B,1B,Smith,Dominic,Smith,Dominic,Dominic Smith
263,Billy McKinney,641856,15654,15654,8939,,NYM,OF,OF,McKinney,Billy,McKinney,Billy,Billy McKinney
264,Reese McGuire,624512,15674,15674,8699,*0310a*,CHC,C,C,McGuire,Reese,McGuire,Reese,Reese McGuire
265,Rowdy Tellez,642133,15679,15679,9880,*032gq*,SEA,1B,1B,Tellez,Rowdy,Tellez,Rowdy,Rowdy Tellez
266,Miguel Castro,612434,15684,15684,8982,*0351m*,HOU,RP,RP,Castro,Miguel,Castro,Miguel,Miguel Castro
267,Luis Castillo,622491,15689,15689,9506,*03nuc*,SEA,SP,SP,Castillo,Luis,Castillo,Luis,Luis Castillo
268,Tyler Wade,642180,15730,15730,9697,*031b4*,SD,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Wade,Tyler,Wade,Tyler,Tyler Wade
269,Joe Jimenez,641729,15761,15761,9644,*03as0*,ATL,RP,RP,Jimenez,Joe,Jiménez,Joe,Joe Jiménez
270,Wander Suero,593833,15855,15855,9832,,ATL,RP,RP,Suero,Wander,Suero,Wander,Wander Suero
271,Sean Manaea,640455,15873,15873,8666,*02x0f*,NYM,SP,SP,Manaea,Sean,Manaea,Sean,Sean Manaea
272,Luis Severino,622663,15890,15890,8958,*03ab0*,ATH,SP,SP,Severino,Luis,Severino,Luis,Luis Severino
273,Aledmys Diaz,649557,15937,15937,9269,*02y8t*,FA,SS/3B,SS/3B,Diaz,Aledmys,,,
274,Austin Nola,543592,15941,15941,9504,*02mzc*,COL,C,C,Nola,Austin,Nola,Austin,Austin Nola
275,Ryne Stanek,592773,15947,15947,9519,*02hhj*,NYM,RP,RP,Stanek,Ryne,Stanek,Ryne,Ryne Stanek
276,Cody Bellinger,641355,15998,15998,9649,*03120*,NYY,1B/OF,1B/OF,Bellinger,Cody,Bellinger,Cody,Cody Bellinger
277,Carlos Rodon,607074,16137,16137,8942,*02c2r*,NYY,SP,SP,Rodon,Carlos,Rodón,Carlos,Carlos Rodón
278,Aaron Nola,605400,16149,16149,8961,*02i3o*,PHI,SP,SP,Nola,Aaron,Nola,Aaron,Aaron Nola
279,J.D. Davis,605204,16219,16219,9722,*02bu2*,LAA,1B/3B,1B/3B,Davis,J.D.,Davis,J.D.,J.D. Davis
280,Trea Turner,607208,16252,16252,9132,*02c68*,PHI,SS,SS,Turner,Trea,Turner,Trea,Trea Turner
281,Michael Conforto,624424,16376,16376,8954,*02z0t*,LAD,OF,OF,Conforto,Michael,Conforto,Michael,Michael Conforto
282,Reynaldo Lopez,625643,16400,16400,9410,*03i81*,ATL,SP,SP,Lopez,Reynaldo,López,Reynaldo,Reynaldo López
283,Christian Arroyo,624414,16434,16434,8969,*0310e*,PHI,2B,2B,Arroyo,Christian,Arroyo,Christian,Christian Arroyo
284,Kyle Schwarber,656941,16478,16478,8940,*03cag*,PHI,DH,OF,Schwarber,Kyle,Schwarber,Kyle,Kyle Schwarber
285,Matt Chapman,656305,16505,16505,9683,*03d6s*,SF,3B,3B,Chapman,Matt,Chapman,Matt,Matt Chapman
286,Dan Altavilla,656186,16507,16507,9440,*03dec*,CHW,RP,RP,Altavilla,Dan,Altavilla,Dan,Dan Altavilla
287,Danny Jansen,643376,16535,16535,9795,*031el*,TB,C,C,Jansen,Danny,Jansen,Danny,Danny Jansen
288,Ozzie Albies,645277,16556,16556,9721,*03fi0*,ATL,2B,2B,Albies,Ozzie,Albies,Ozzie,Ozzie Albies
289,Austin Gomber,596295,16561,16561,9847,*03dbe*,COL,SP,SP,Gomber,Austin,Gomber,Austin,Austin Gomber
