Name,Team,Season,Age,OPS,HR,R,RBI,SB,CS,PA,AB,AVG,BABIP,BB,H,1B,2B,3B,GDP,HBP,ISO,SO,OBP,SLG,SF,WAR,wOBA,wRAA,wRC,wRC+,wSB,K%,Barrel%,HardHit%,NameASCII,PlayerId,MLBAMID
"Jose Altuve","HOU",2024,34,0.789930327,20,94,65,22,7,682,628,0.294585987,0.337423312,47,185,134,31,0,15,7,0.144904458,119,0.350439882,0.439490445,0,3.936942935483504,0.344237520589548,18.695196578596605,98.47424143025732,127.47955141816854,0.09696464240550995,0.174486803,0.06483301,0.31041257,"Jose Altuve",5417,514888
"Adael Amador","COL",2024,21,0.394444444,0,1,0,1,0,36,35,0.171428571,0.206896551,1,6,5,1,0,1,0,0.028571429,6,0.194444444,0.2,0,-0.4001211421965019,0.17644806702931723,-3.8748521219315477,0.33635845674849074,-4.67683781676049,0.15264546871185303,0.166666666,0.06896552,0.31034483,"Adael Amador",27962,691182
"José Azocar","SDP",2024,28,0.515806111,0,13,2,5,1,79,73,0.219178082,0.296296296,5,16,14,2,0,1,0,0.02739726,19,0.269230769,0.246575342,0,-0.057279975563288246,0.23459610037314585,-4.805864642767943,4.435403016002142,51.242631133104155,0.4450375810265541,0.240506329,0.03636364,0.30909091,"Jose Azocar",18821,640492
"Jeff McNeil","NYM",2024,32,0.692289588,12,57,44,5,1,472,424,0.238207547,0.256484149,35,101,63,26,0,6,9,0.146226415,68,0.307855626,0.384433962,3,1.2816697012918887,0.3035550645057191,-2.51641498034276,52.697234829017745,97.4935805335597,-0.24160316586494446,0.144067796,0.03055556,0.30833333,"Jeff McNeil",15362,643446
"Bryson Stott","PHI",2024,26,0.670967652,11,65,57,32,3,571,506,0.245059288,0.274939172,53,124,92,19,2,9,3,0.110671937,93,0.315236427,0.355731225,9,1.8500807462162443,0.2959171467705777,-6.554420765588932,60.24005813514168,88.24955537256146,4.024794779717922,0.162872154,0.03554502,0.30805687,"Bryson Stott",26294,681082
"Ben Rortvedt","TBR",2024,26,0.620521445,3,27,31,1,0,328,290,0.227586206,0.316582914,34,66,50,13,0,6,4,0.075862069,88,0.31707317,0.303448275,0,1.390592764249588,0.283089577061374,-7.151465616777959,31.217341877862392,86.97182020926962,-0.49453316628932953,0.268292682,0.03465347,0.30693069,"Ben Rortvedt",20287,666163
"Jose Iglesias","NYM",2024,34,0.829591446,4,39,26,6,2,291,270,0.337037037,0.381578947,12,91,70,16,1,4,8,0.111111111,39,0.381443298,0.448148148,1,2.54520836459057,0.3617972910404205,12.089733577690746,46.13035242202106,136.6945912717609,-0.31243839114904404,0.134020618,0.02155172,0.30603448,"Jose Iglesias",10231,578428
"Miles Mastrobuoni","CHC",2024,28,0.469772813,0,9,4,2,0,106,98,0.193877551,0.231707317,7,19,16,3,0,1,0,0.030612244,17,0.245283018,0.224489795,1,-0.38215502658819683,0.21410023435106817,-8.196984381197566,4.202691211582547,36.31625220253251,0.21847429126501083,0.160377358,0.02439024,0.30487805,"Miles Mastrobuoni",20017,670156
"Jordyn Adams","LAA",2024,24,0.603759398,1,4,4,2,0,38,35,0.228571428,0.318181818,3,8,7,0,0,1,0,0.085714286,12,0.289473684,0.314285714,0,0.07211728883879814,0.270762584711376,-1.2055407765438375,3.2396259453962033,72.47865973550982,0.32107578217983246,0.315789473,0.04347826,0.30434783,"Jordyn Adams",23788,677941
"Garrett Hampson","KCR",2024,29,0.575578653,0,16,16,7,2,231,213,0.230046948,0.314102564,14,49,35,13,1,3,0,0.070422535,59,0.27510917,0.300469483,2,0.4797068831502189,0.25504547097276914,-10.250588110350773,16.771346436179474,58.72621381488669,0.20325850695371628,0.255411255,0.0443038,0.30379747,"Garrett Hampson",19262,641658
"Wenceel Pérez","DET",2024,24,0.683269825,9,51,37,9,5,425,389,0.241645244,0.294117647,32,94,63,16,6,5,1,0.141388175,92,0.300236406,0.383033419,1,1.0537181134231544,0.29876415132067163,-3.904646763092899,45.811033679657555,95.13824408302922,-0.9827045649290085,0.216470588,0.04333333,0.30333333,"Wenceel Perez",22857,672761
"Jack López","LAA",2024,31,0.628997867,1,4,6,0,1,71,67,0.253731343,0.390243902,2,17,13,3,0,2,1,0.089552239,25,0.285714285,0.343283582,0,-0.2568336598847296,0.2767663172313145,-1.9093739254810502,6.396069160249025,76.70180779625144,-0.5312851667404175,0.352112676,0.02325581,0.30232558,"Jack Lopez",13663,605346
"Kris Bryant","COL",2024,32,0.623332524,2,9,15,0,0,155,133,0.218045112,0.321428571,13,29,22,5,0,6,8,0.082706767,48,0.322580645,0.300751879,1,-0.7632314080851146,0.2870278969887764,-2.8881848949353337,15.243416207714832,69.7509675674735,-0.3393741622567177,0.309677419,0.04651163,0.30232558,"Kris Bryant",15429,592178
"Jon Berti","NYY",2024,34,0.660647571,1,10,6,5,1,74,66,0.272727272,0.333333333,6,18,17,0,0,2,1,0.045454546,14,0.342465753,0.318181818,0,0.2562065171267083,0.2999132806307649,-0.6114261418292462,8.044951158790832,94.74949441968909,0.4055754691362381,0.189189189,0.01886792,0.30188679,"Jon Berti",12037,542932
"Richie Palacios","TBR",2024,27,0.664213564,5,46,21,19,1,316,264,0.223484848,0.279792746,45,59,45,8,1,5,5,0.09469697,67,0.346031746,0.318181818,1,1.3486083482353293,0.30282458691551284,-1.870505177657228,35.09456545742311,100.85382916243945,2.6609983667731285,0.212025316,0.03517588,0.30150754,"Richie Palacios",24589,680700
"Tim Anderson","MIA",2024,31,0.463010248,0,16,9,4,4,241,234,0.213675213,0.301204819,7,50,47,3,0,6,0,0.012820513,68,0.236514522,0.226495726,0,-1.435853726287223,0.20758363814769445,-19.900573023317577,8.291142239512682,26.762563749035532,-1.246216431260109,0.282157676,0.01807229,0.30120482,"Tim Anderson",15172,641313
"Nacho Alvarez Jr.","ATL",2024,21,0.25625,0,1,0,0,0,32,30,0.1,0.15,0,3,3,0,0,1,2,0,10,0.15625,0.1,0,-0.4691289062091719,0.1276723798364401,-4.700556865869578,-0.9572585737095443,-25.594081397387132,-0.03946211189031601,0.3125,0,0.3,"Nacho Alvarez Jr.",31765,805373
"Kevin Kiermaier","- - -",2024,34,0.549967589,5,31,26,6,2,281,259,0.196911196,0.272189349,12,51,34,9,3,4,2,0.115830116,86,0.237226277,0.312741312,1,0.2835313325239132,0.2408609912343269,-15.674810997303783,17.196027130726517,54.28529892576336,0.011150926351547241,0.306049822,0.03867403,0.29834254,"Kevin Kiermaier",11038,595281
"Avisaíl García","MIA",2024,33,0.63490196,2,4,2,0,0,51,50,0.24,0.285714285,1,12,9,1,0,4,0,0.14,13,0.25490196,0.38,0,-0.01289654577375992,0.2740822633107503,-1.4816968448265182,4.484184808303537,71.5206967084512,-0.07892422378063202,0.25490196,0.08108108,0.2972973,"Avisail Garcia",5760,541645
"Kevin Pillar","- - -",2024,35,0.667495387,8,38,45,12,3,314,284,0.228873239,0.271428571,16,65,40,16,1,10,10,0.147887324,69,0.290734824,0.376760563,3,0.5580158669211998,0.2925059909637744,-4.470359978123871,32.26075451369647,87.8910025378837,0.6640809327363968,0.219745222,0.03652968,0.29680365,"Kevin Pillar",12434,607680
"Nick Gordon","MIA",2024,28,0.627412587,8,29,32,5,5,275,260,0.226923076,0.271276595,11,59,39,11,1,5,1,0.142307693,67,0.258181818,0.369230769,3,-0.7322762884910052,0.27081109805540604,-8.713570471707294,23.455399226543,69.31897826582298,-1.4275455698370934,0.243636363,0.06122449,0.29591837,"Nick Gordon",16337,624503
"Trevor Story","BOS",2024,31,0.733239662,2,8,10,6,3,106,94,0.255319148,0.372881355,11,24,15,7,0,2,1,0.138297873,33,0.339622641,0.393617021,0,0.6403041577366493,0.31758052282608473,0.6314577768508829,13.031133369630997,101.38774183691123,-0.21232976764440536,0.311320754,0.06557377,0.29508197,"Trevor Story",12564,596115
"Brice Turang","MIL",2024,24,0.664798121,7,72,57,50,6,619,559,0.254025044,0.3,50,142,107,24,4,8,2,0.094812165,105,0.315960912,0.348837209,3,2.4746786082859193,0.29423238577694916,-7.944767781672045,64.46465855729862,87.33301823787872,6.3229589611291885,0.169628432,0.02380952,0.29437229,"Brice Turang",22186,668930
"Luke Williams","ATL",2024,27,0.535379368,0,8,4,3,0,52,46,0.195652173,0.272727272,4,9,6,3,0,1,1,0.065217392,13,0.274509803,0.260869565,0,-0.17313700235448815,0.2456925020498388,-2.698939097720198,3.3839206270398576,53.841550677130776,0.5131833627820015,0.25,0.02941176,0.29411765,"Luke Williams",19931,663897
"Abraham Toro","OAK",2024,27,0.642966046,6,34,26,4,2,364,337,0.240356083,0.278810408,20,81,57,17,1,4,5,0.109792284,62,0.292817679,0.350148367,0,0.7394737435560159,0.2830058539343012,-7.960910872189377,34.61910720113101,86.83298532864347,-0.6492990180850029,0.17032967,0.0433213,0.29241877,"Abraham Toro",19844,647351
"Kyle Farmer","MIN",2024,33,0.646876801,5,26,25,3,5,242,215,0.213953488,0.251533742,19,46,27,13,1,6,6,0.139534884,49,0.293388429,0.353488372,2,0.5470466154277309,0.28496870386155315,-4.91037699154817,23.39831634291209,84.91941527097971,-1.8275455757975578,0.202479338,0.05357143,0.29166667,"Kyle Farmer",14813,571657
"Zach Remillard","CHW",2024,30,0.675438596,0,3,1,1,0,39,33,0.242424242,0.347826086,5,8,6,1,1,1,0,0.090909091,10,0.342105263,0.333333333,0,0.2572670781398349,0.30474400049761724,-0.17060394501494539,4.391540848555096,97.64260266415124,0.11318335682153702,0.256410256,0.04166667,0.29166667,"Zach Remillard",19788,621545
"Danny Jansen","- - -",2024,29,0.657562838,9,35,24,0,0,324,278,0.205035971,0.227488151,40,57,35,13,0,4,3,0.143884892,61,0.308641975,0.348920863,3,0.556831487061544,0.2942591960783358,-4.151497663022799,33.749397545097544,90.01000079262006,-0.6156089454889297,0.188271604,0.06363636,0.29090909,"Danny Jansen",16535,643376
"Isiah Kiner-Falefa","- - -",2024,29,0.682632118,8,53,43,11,2,496,465,0.268817204,0.307086614,16,125,95,18,4,12,10,0.107526882,78,0.306288032,0.376344086,2,2.052533449973907,0.29883789133590327,-4.450171600131041,53.57095192834949,92.93828791772633,0.4350041076540947,0.157258064,0.02295918,0.29081633,"Isiah Kiner-Falefa",16512,643396
"Jacob Young","WSN",2024,24,0.647602831,3,75,36,33,10,521,468,0.256410256,0.320547945,30,120,92,24,1,11,12,0.074786325,102,0.31640625,0.331196581,2,2.6025420272326625,0.2896075388416648,-8.62630081803437,52.31927450119618,84.95606118084855,1.4923514127731323,0.195777351,0.01591512,0.28912467,"Jacob Young",29931,696285
"Chris Taylor","LAD",2024,33,0.598428666,4,28,23,5,1,246,213,0.201877934,0.288888888,28,43,31,7,1,5,2,0.098591549,76,0.297959183,0.300469483,2,-0.5498410621994442,0.2719940883772714,-7.560457899992849,21.216147720987415,74.43562416703843,0.11355584114789963,0.308943089,0.07142857,0.28571429,"Chris Taylor",13757,621035
"Eddy Alvarez","NYM",2024,34,0.181818181,0,2,0,0,0,11,9,0,0,1,0,0,0,0,0,1,0,2,0.181818181,0,0,0.007446211266046919,0.128120248967951,-1.6118512290502474,-0.3250924411202356,-20.58607570439118,-0.015784844756126404,0.181818181,0,0.28571429,"Eddy Alvarez",16959,657193
"Victor Robles","- - -",2024,27,0.813693703,4,44,28,34,2,295,254,0.307086614,0.37,21,78,54,20,0,2,11,0.125984252,53,0.380622837,0.433070866,3,3.101535972235598,0.357417311222908,11.172041335392795,45.68057246624311,140.71634928474944,5.311238959431648,0.179661016,0.06190476,0.28571429,"Victor Robles",18363,645302
"Bubba Thompson","CIN",2024,26,0.277777777,0,5,0,5,0,18,18,0.111111111,0.285714285,0,2,1,1,0,1,0,0.055555555,11,0.111111111,0.166666666,0,-0.1419169171338995,0.11867538094520569,-2.7744071492677627,-0.6688018599277432,-36.93128305050248,0.992107592523098,0.611111111,0.14285714,0.28571429,"Bubba Thompson",22261,669352
"Oswald Peraza","NYY",2024,24,0.772727272,1,2,1,0,0,11,10,0.2,0.166666666,1,2,1,0,0,0,0,0.3,3,0.272727272,0.5,0,0.058024322957853376,0.32913204756650055,0.16779965493678137,1.454558442866793,115.30257177816833,-0.015784844756126404,0.272727272,0.14285714,0.28571429,"Oswald Peraza",22823,672724
"Liover Peguero","PIT",2024,23,0.5,0,0,2,0,0,10,10,0.2,0.285714285,0,2,1,1,0,0,0,0.1,3,0.2,0.3,0,-0.14521325807429156,0.21361568570137024,-0.7772003536984341,0.3925803626015766,30.857797876828293,-0.007892422378063202,0.3,0,0.28571429,"Liover Peguero",24273,678894
"Michael Helman","MIN",2024,28,0.8,0,2,0,0,0,10,10,0.3,0.428571428,0,3,1,2,0,0,0,0.2,3,0.3,0.5,0,0.07441180622373211,0.3390603005886078,0.23245372148052135,1.402234437780532,122.9685490492811,-0.007892422378063202,0.3,0,0.28571429,"Michael Helman",24605,680737
"Isaac Collins","MIL",2024,26,0.328173373,0,0,0,1,0,19,17,0.117647058,0.285714285,2,2,2,0,0,0,0,0,10,0.210526315,0.117647058,0,-0.17928540781674945,0.1653517296439723,-2.214749898248375,0.007833462721645007,0.5875023877067596,0.16843031346797943,0.526315789,0,0.28571429,"Isaac Collins",25477,686555
"Davis Wendzel","TEX",2024,27,0.397307859,1,2,2,0,0,49,47,0.127659574,0.147058823,1,6,3,2,0,1,1,0.106382979,12,0.163265306,0.234042553,0,-0.2699134700376095,0.17577465821285637,-5.300662282663614,0.4312632272064378,7.451554342612049,-0.03946211189031601,0.244897959,0.08571429,0.28571429,"Davis Wendzel",26469,673995
"Andrés Giménez","CLE",2024,25,0.638035339,9,64,63,30,5,633,583,0.252144082,0.285714285,26,147,115,22,1,11,15,0.087478559,97,0.298412698,0.339622641,6,2.7665164874243247,0.28149777878259435,-14.612440575198288,59.43467876659239,83.04527976744255,2.7516425773501396,0.153238546,0.02828283,0.28484848,"Andres Gimenez",19950,665926
"Corey Julks","CHW",2024,28,0.581490656,3,17,14,5,2,189,173,0.213872832,0.280991735,15,37,27,7,0,6,0,0.092485549,50,0.275132275,0.306358381,1,-0.592889646562906,0.2596460650206874,-7.687008788154938,14.421846749915264,65.91979387472871,-0.14149454236030581,0.264550264,0.03225806,0.28225806,"Corey Julks",20311,667452
"Gio Urshela","- - -",2024,32,0.647445167,9,34,52,0,0,461,432,0.25,0.278089887,23,108,79,19,1,13,1,0.111111111,72,0.286334056,0.361111111,5,0.7062812258535884,0.2813197794167892,-10.71636875421335,43.210522267217144,81.14010877018599,-0.8050270825624466,0.156182212,0.04931507,0.28219178,"Gio Urshela",10681,570482
"Jonny DeLuca","TBR",2024,25,0.609103078,6,29,31,16,6,362,332,0.216867469,0.26506024,24,72,50,12,4,1,4,0.114457832,77,0.277777777,0.331325301,0,0.9223620631939545,0.26887733275511805,-12.033648160468328,30.31241376959206,76.9746373265509,0.16224507242441177,0.212707182,0.03891051,0.28015564,"Jonny DeLuca",26365,676356
"Nathan Lukes","TOR",2024,29,0.818154937,1,13,10,1,0,91,76,0.302631578,0.318840579,10,23,16,4,2,1,0,0.144736843,9,0.370786516,0.447368421,3,0.6877915513451723,0.35107741864879477,2.9954902284276708,13.640494746757767,132.09371211368975,-0.005202978849411011,0.098901098,0.04166667,0.27777778,"Nathan Lukes",18123,664770
"Robbie Grossman","- - -",2024,34,0.615718209,3,21,16,3,0,245,208,0.211538461,0.275167785,34,44,33,8,0,8,1,0.081730769,58,0.322448979,0.29326923,2,-0.5665545818832122,0.283393846725931,-5.281796783055942,23.37783076629432,82.27389488393509,0.06331528723239899,0.236734693,0.03289474,0.27631579,"Robbie Grossman",5254,543257
"Leo Rivas","SEA",2024,26,0.607305935,0,10,8,3,0,86,73,0.232876712,0.346938775,10,17,15,1,1,1,1,0.04109589,24,0.333333333,0.273972602,0,0.05242459780367161,0.281922786008744,-1.9558423397490627,8.104271820431029,88.48037489511341,0.39479702711105347,0.279069767,0.01960784,0.2745098,"Leo Rivas",21009,660844
"Miguel Rojas","LAD",2024,35,0.747736884,6,41,36,8,2,337,307,0.283387622,0.301115241,23,87,60,21,0,8,3,0.12703583,34,0.337313432,0.410423452,2,2.824597544808343,0.327027644328217,4.5699771902567985,43.99158732956716,111.47697966035959,0.11123888194561005,0.100890207,0.02527076,0.27436823,"Miguel Rojas",7802,500743
"Johan Rojas","PHI",2024,23,0.601358446,3,47,32,25,4,363,338,0.24260355,0.296992481,13,82,64,12,3,7,4,0.079881657,69,0.278873239,0.322485207,0,1.1531154869172988,0.26546722213986895,-13.06320299463117,29.39983700705922,67.75466887101899,2.7406882271170616,0.190082644,0.02527076,0.27436823,"Johan Rojas",24336,679032
"Wilmer Flores","SFG",2024,32,0.594616513,4,19,26,0,0,242,214,0.205607476,0.219780219,20,44,28,12,0,5,3,0.112149533,33,0.276859504,0.317757009,5,-0.6690291800286916,0.26221476254126835,-9.342303801205462,18.966389533254794,68.12208676001606,-0.3946211189031601,0.136363636,0.05913978,0.27419355,"Wilmer Flores",5827,527038
"Nico Hoerner","CHC",2024,27,0.708265649,7,86,48,31,6,641,582,0.273195876,0.296875,44,159,116,35,1,8,12,0.099656357,66,0.335413416,0.372852233,3,3.978615035605605,0.3131190129555762,1.5167701316171294,76.4997140464478,102.96267755933381,2.4203574135899544,0.102964118,0.01156069,0.27360308,"Nico Hoerner",21479,663538
"Rafael Marchán","PHI",2024,25,0.894474152,3,8,6,0,0,56,51,0.294117647,0.3,3,15,8,4,0,1,1,0.25490196,8,0.345454545,0.549019607,0,0.5950319111723621,0.38196159492839465,3.235395892104044,9.786167903384104,146.16336699834974,-0.09470906853675842,0.142857142,0.06818182,0.27272727,"Rafael Marchan",21646,665561
"Jonatan Clase","- - -",2024,22,0.630899155,1,7,5,3,1,66,61,0.245901639,0.325581395,3,15,12,2,0,1,2,0.081967213,17,0.303030303,0.327868852,0,0.10701804765025907,0.2825273952700875,-1.4688779631022992,6.251674764477771,87.15228752449251,0.060822419822216034,0.257575757,0,0.27272727,"Jonatan Clase",26599,682729
"Darren Baker","WSN",2024,25,1.142857142,0,1,0,0,0,14,14,0.5,0.636363636,0,7,5,2,0,0,0,0.142857142,3,0.5,0.642857142,0,0.1678373454633359,0.49410327417509897,2.0724665860329416,3.710159588852956,222.59570845542552,-0.03946211189031601,0.214285714,0,0.27272727,"Darren Baker",29912,671117
"Charlie Blackmon","COL",2024,37,0.74068404,12,59,52,6,2,499,449,0.256124721,0.292613636,43,115,74,24,5,4,6,0.155902005,86,0.328657314,0.412026726,1,0.05352965355381856,0.32288467776127744,5.102900394503794,63.474958137874324,93.88503887160977,-0.5649959072470665,0.172344689,0.0521978,0.27197802,"Charlie Blackmon",7859,453568
"Alika Williams","PIT",2024,25,0.540608815,0,13,5,1,0,96,87,0.206896551,0.276923076,3,18,12,4,2,0,1,0.091954023,22,0.241758241,0.298850574,0,-0.31692272297916557,0.23698586029010815,-5.655389418715426,5.574505457764676,46.58752731052207,0.07372124493122101,0.229166666,0.04285714,0.27142857,"Alika Williams",27604,675961
"Isaac Paredes","- - -",2024,25,0.739322782,19,64,80,1,1,641,542,0.23800738,0.259433962,76,129,84,25,1,17,17,0.154981549,105,0.346333853,0.392988929,6,3.39292223558657,0.327380766424588,8.905754468763552,83.88869838359423,116.7198752227572,-1.5861803218722343,0.163806552,0.04514673,0.27088036,"Isaac Paredes",20036,670623
"Matt Carpenter","STL",2024,38,0.686365337,4,15,15,0,2,157,137,0.233576642,0.333333333,15,32,21,7,0,0,2,0.138686131,51,0.314102564,0.372262773,2,-0.21402310509853328,0.3030310074488322,-0.9032493325138171,17.46230791339635,95.09502290041354,-1.1099248677492142,0.324840764,0.06741573,0.26966292,"Matt Carpenter",8090,572761
"Reese McGuire","BOS",2024,29,0.575218805,3,10,18,3,0,158,139,0.208633093,0.26,13,29,23,3,0,4,2,0.086330935,39,0.280254777,0.294964028,3,0.15370862734873608,0.2585388627021935,-6.566977306847544,11.915558010692624,59.85663237673645,0.30008795857429504,0.246835443,0.06730769,0.26923077,"Reese McGuire",15674,624512
"Braden Shewmake","CHW",2024,26,0.337453358,1,4,4,5,1,67,64,0.125,0.127272727,1,8,5,2,0,0,0,0.078125,10,0.134328358,0.203125,2,-0.7122040159366029,0.14412220378420246,-8.954723501353524,-1.1171927021434511,-15.342049308658593,0.5476390719413757,0.149253731,0.03571429,0.26785714,"Braden Shewmake",25817,669699
"Dominic Fletcher","CHW",2024,26,0.507706221,1,14,17,0,0,241,223,0.206278026,0.272727272,11,46,37,8,0,5,3,0.049327355,58,0.25210084,0.255605381,1,-0.8071304103533596,0.2268369610299541,-16.16597969841929,12.025735564410969,42.84120011110204,-0.3946211189031601,0.2406639,0.01775148,0.26627219,"Dominic Fletcher",26149,666150
"Zack Short","- - -",2024,29,0.453781512,0,11,5,2,1,88,70,0.128571428,0.195652173,14,9,6,3,0,0,1,0.042857143,24,0.282352941,0.171428571,0,-0.4296818143336644,0.22848970399183385,-5.759896648255368,4.534173655184726,44.06838548311526,-0.170747272670269,0.272727272,0.04081633,0.26530612,"Zack Short",19562,670097
"Mauricio Dubón","HOU",2024,29,0.657167105,4,45,47,3,2,428,402,0.268656716,0.298850574,16,108,79,25,0,6,2,0.092039801,55,0.296470588,0.360696517,5,1.1559990630378858,0.2863087520879858,-8.22284822757344,41.843766430067014,86.73127265224035,-0.9755777791142464,0.128504672,0.02816901,0.26478873,"Mauricio Dubon",16530,643289
"Trenton Brooks","SFG",2024,28,0.36137931,0,3,1,1,0,29,25,0.12,0.157894736,4,3,3,0,0,1,0,0,6,0.24137931,0.12,0,-0.16206504179265396,0.18626396614929724,-2.8922962170655278,0.5000678602045034,17.001994653601535,0.14475304633378983,0.206896551,0.05263158,0.26315789,"Trenton Brooks",19384,670092
"Miguel Vargas","- - -",2024,24,0.5062267,5,22,16,3,1,237,206,0.150485436,0.176870748,25,31,19,7,0,4,3,0.106796117,57,0.248945147,0.257281553,3,-0.9877790994527514,0.23278702990415226,-14.762677600001073,12.961125376309178,46.490591312508265,-0.17595025151968002,0.240506329,0.04605263,0.26315789,"Miguel Vargas",20178,678246
"Matt Mervis","CHC",2024,26,0.301994301,0,1,3,0,0,28,26,0.115384615,0.166666666,1,3,2,1,0,0,0,0.038461538,8,0.148148148,0.153846153,0,-0.4113608324054476,0.13729623291227552,-3.896103217138085,-0.6207172114980549,-15.378105384313306,-0.023677267134189606,0.285714285,0.05263158,0.26315789,"Matt Mervis",27845,670223
"Nick Loftin","KCR",2024,25,0.518839427,1,15,14,1,0,171,148,0.189189189,0.216,19,28,23,4,0,4,1,0.047297297,24,0.282352941,0.236486486,2,-0.2305341510328311,0.24212010432692135,-9.367030569611673,10.63621967911851,49.6342469586841,-0.13937415927648544,0.140350877,0.03149606,0.25984252,"Nick Loftin",27630,679845
"Joey Wendle","NYM",2024,34,0.493243243,0,3,1,1,0,37,36,0.222222222,0.296296296,1,8,7,1,0,0,0,0.027777778,9,0.243243243,0.25,0,-0.2356872660100381,0.21933923863075874,-2.7051948402091717,1.6229938101008679,40.81055704914968,0.13686062395572662,0.243243243,0,0.25925926,"Joey Wendle",13853,621563
"Geraldo Perdomo","ARI",2024,24,0.71771926,3,61,37,9,1,388,337,0.272997032,0.316725978,36,92,66,21,2,5,3,0.100890208,58,0.34383202,0.37388724,5,1.994830452530427,0.3171501502277344,2.1769744767789425,47.56446626921936,101.49561033515909,0.5662892684340477,0.149484536,0.03092784,0.25773196,"Geraldo Perdomo",22799,672695
"Dylan Carlson","- - -",2024,25,0.563388196,3,19,25,2,1,265,235,0.208510638,0.2875,22,49,39,7,0,2,5,0.068085106,75,0.286792452,0.276595744,3,-1.0355592965109879,0.2569000374596074,-11.363775874704174,19.63541310724611,66.51541655992247,-0.5259062796831131,0.283018867,0.02453988,0.25766871,"Dylan Carlson",20126,666185
"David Hensley","MIA",2024,28,0.581564986,1,9,4,1,0,58,52,0.211538461,0.294117647,6,11,9,1,0,0,0,0.076923077,17,0.293103448,0.288461538,0,-0.2097786756320832,0.2650730681830439,-2.105633394029306,4.679094760510756,65.45689084187177,0.08161366730928421,0.293103448,0.02857143,0.25714286,"David Hensley",25111,682073
"Thomas Saggese","STL",2024,22,0.556122448,1,5,4,0,0,52,49,0.204081632,0.264705882,2,10,7,2,0,0,1,0.102040816,14,0.25,0.306122448,0,-0.05270070464008319,0.24671022708599383,-2.65634451363491,3.426515211125145,57.187277143611986,-0.07892422378063202,0.269230769,0.02857143,0.25714286,"Thomas Saggese",27883,695336
"Nick Senzel","- - -",2024,29,0.613527341,7,25,18,1,3,267,236,0.194915254,0.232142857,28,46,28,11,0,6,1,0.13559322,61,0.283018867,0.330508474,0,-0.5376303329408516,0.2733363888480447,-8.008227763169806,23.22491736204048,73.34590351742294,-1.4569948762655258,0.228464419,0.05649718,0.25423729,"Nick Senzel",19293,669222
"Keibert Ruiz","WSN",2024,25,0.619270938,13,46,57,3,1,485,459,0.228758169,0.231738035,16,105,71,21,0,13,5,0.130718955,54,0.259793814,0.359477124,5,-0.2715791642587013,0.26848829947796066,-16.274291149537177,40.46007359101335,70.74136544654421,-0.5311092585325241,0.111340206,0.03170732,0.25365854,"Keibert Ruiz",19610,660688
"Nolan Schanuel","LAA",2024,22,0.705518649,13,62,54,10,1,607,519,0.250481695,0.285365853,68,130,98,19,0,14,9,0.111753372,103,0.343283582,0.362235067,7,0.6656252398278453,0.3154721189889544,2.58592804912926,73.5916175285399,103.92825918950916,0.2138197049498558,0.169686985,0.03512881,0.2529274,"Nolan Schanuel",33189,694384
"Michael Stefanic","LAA",2024,28,0.555358462,0,8,8,0,0,124,110,0.218181818,0.266666666,10,24,20,4,0,5,3,0.036363636,20,0.300813008,0.254545454,0,-0.36760746359644547,0.2577551385251487,-5.232048075788683,9.27323280633145,63.328956454403375,-0.26044993847608566,0.161290322,0.01098901,0.25274725,"Michael Stefanic",25353,683021
"José Caballero","TBR",2024,27,0.630272108,9,53,44,44,16,483,441,0.226757369,0.301324503,27,100,66,24,1,6,9,0.120181406,133,0.283333333,0.346938775,3,1.9337296098979966,0.27710887074221646,-12.855954359247194,43.64445423804332,82.76486924839071,1.5227629318833351,0.275362318,0.05095541,0.25159236,"Jose Caballero",23401,676609
"Niko Goodrum","- - -",2024,32,0.290948275,0,2,0,1,1,33,29,0.103448275,0.157894736,3,3,3,0,0,0,0,0,10,0.1875,0.103448275,0,-0.810520744510386,0.14726638421416283,-4.287693890363667,-0.42741752657363186,-10.17376564231006,-0.2523609399795532,0.303030303,0.05,0.25,"Niko Goodrum",12092,592348
"Billy McKinney","PIT",2024,29,0.525714285,0,4,2,0,0,28,25,0.2,0.416666666,2,5,4,1,0,1,1,0.04,13,0.285714285,0.24,0,-0.04647423550893985,0.2457050872700555,-1.4529912770889115,1.8223947285511184,52.45616473745971,-0.05524695664644241,0.464285714,0.08333333,0.25,"Billy McKinney",15654,641856
"Aramis Garcia","PHI",2024,31,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,1,0,0,3,0,0,0,-0.10442026017014708,0,-1.7475559461231625,-0.928709444713155,-100,0,0.428571428,0,0.25,"Aramis Garcia",16925,605244
"Brett Sullivan","SDP",2024,30,0.610294117,1,1,2,0,0,17,16,0.1875,0.181818181,1,3,2,0,0,0,0,0.1875,4,0.235294117,0.375,0,-0.11359510716645826,0.26483313125722546,-0.6204513761559438,1.3681758415540741,71.59422555011872,-0.023677267134189606,0.235294117,0.08333333,0.25,"Brett Sullivan",18217,664954
"Taylor Trammell","- - -",2024,26,0.392857142,0,2,0,0,0,8,7,0.142857142,0.25,1,1,1,0,0,0,0,0,3,0.25,0.142857142,0,-0.12375959612447258,0.1963551789522171,-0.7328986749549388,0.2029258980850699,34.06633479859349,-0.015784844756126404,0.375,0,0.25,"Taylor Trammell",19960,666211
