Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,PlayerId
"Kobe Kato","ATL","AA",26,2,8,8,4,3,1,0,0,1,4,0,0,3,0,0,0,0,2,0,0.5,0,0.375,0,0.5,0.5,0.625,1.125,0.125,5.9375,0.8,0.354373250156641,2.0760882549034974,1.175495748971643,0.5253265276551247,230.52470914748983,,0.8,3,0.4,0.6,0,0,0,0.6,0,0.4,0.13333333,18,27,"sa3017052"
"Ruben Ibarra","CIN","AA",26,9,30,37,5,1,3,0,1,4,5,4,0,6,3,0,0,0,0,0,0.166666666,0.108108108,0.162162162,0.666666666,0.166666666,0.324324324,0.366666666,0.69099099,0.2,1.86160714,0.173913043,-0.12167134881019592,4.5555153631531216,0.3902750232182956,0.3383396960593559,109.36980801507367,,0.173913043,1.1,0.125,0.458333333,0.416666666,0.4,0.1,0.5,0.16666667,0.33333333,0.13513514,57,91,"sa3017053"
"Luke Waddell","ATL","AAA",26,15,58,69,18,14,4,0,0,9,9,8,0,11,2,1,0,2,1,1,0.310344827,0.115942028,0.159420289,0.727272727,0.310344827,0.405797101,0.379310344,0.785107445,0.068965517,3.012792219078724,0.375,-0.480435810983181,10.76845953050998,2.055351691283258,0.3736070619113203,123.58919147115328,,0.375,2.333333333,0.166666666,0.583333333,0.25,0.25,0,0.5,0.27083333,0.22916667,0.06716418,111,157,"sa3017075"
"Drake Osborn","ARI","AA,AAA",26,6,20,23,6,3,3,0,0,3,3,3,0,1,0,0,0,0,0,0,0.3,0.130434782,0.04347826,3,0.3,0.391304347,0.45,0.841304347,0.15,1.60119047125,0.315789473,-0.030430711340159178,3.8604793681542384,0.7145492120425218,0.38424824890883075,121.37979695206634,,0.315789473,0.777777777,0.157894736,0.368421052,0.47368421,0.222222222,0,0.57894737,0.21052632,0.21052632,0.07777778,37,53,"sa3017077"
"Riley Tirotta","TOR","AAA",26,8,23,26,7,5,1,0,1,3,2,3,0,10,0,0,0,0,0,0,0.304347826,0.115384615,0.384615384,0.3,0.304347826,0.384615384,0.478260869,0.862876253,0.173913043,0.9067460274999999,0.5,-0.07853864878416061,4.512657258337764,1.229457202976971,0.39539363521796006,137.4469171005744,,0.5,1.75,0.153846153,0.538461538,0.307692307,0.25,0.25,0.53846154,0.07692308,0.38461538,0.15966387,52,67,"sa3017078"
"Cal Conley","ATL","AA",25,10,43,48,13,13,0,0,0,6,3,4,0,6,1,0,0,4,5,0,0.302325581,0.083333333,0.125,0.666666666,0.302325581,0.375,0.302325581,0.677325581,0,6.017761437472885,0.351351351,0.7262394800782204,5.75842458229157,0.354869546700445,0.3340144430597623,106.56733473357922,,0.351351351,5.25,0.324324324,0.567567567,0.108108108,0.5,0,0.35135135,0.2972973,0.35135135,0.11242604,59,110,"sa3017080"
"Wyatt Young","NYM","AA",25,5,13,15,4,3,0,0,1,4,2,1,0,4,0,1,0,1,0,0,0.307692307,0.066666666,0.266666666,0.25,0.307692307,0.333333333,0.538461538,0.871794871,0.230769231,2.64285714,0.333333333,-0.03734032064676285,2.448550160191923,0.6316673710569433,0.3833013335863749,134.76654492157314,,0.333333333,1,0,0.5,0.5,0,0.2,0.3,0.3,0.4,0.07142857,19,37,"sa3017081"
"Tyler Miller","BOS","AA",25,6,22,26,4,2,1,0,1,2,2,4,0,9,0,0,0,0,0,0,0.181818181,0.153846153,0.346153846,0.444444444,0.181818181,0.307692307,0.363636363,0.67132867,0.181818182,0.4107142775,0.25,-0.05601048097014427,3.031336021203916,-0.11792747996338103,0.32192240770046526,96.25539495441805,,0.25,4,0.23076923,0.615384615,0.153846153,0.5,0.5,0.53846154,0.15384615,0.30769231,0.1875,41,71,"sa3017109"
"Peyton Wilson","KCR","AA",25,10,35,46,15,8,4,2,1,8,11,9,0,6,2,0,0,1,2,2,0.428571428,0.195652173,0.130434782,1.5,0.428571428,0.565217391,0.742857142,1.308074533,0.314285714,5.967322885326144,0.5,-0.6105511332862079,14.702073517945264,8.751664075758908,0.5741119916024415,247.07667028276447,,0.5,2.6,0.379310344,0.448275862,0.172413793,0,0.2,0.56666667,0.26666667,0.16666667,0.12280702,72,99,"sa3017110"
"Phillip Sikes","BOS","AAA",26,6,15,17,2,1,1,0,0,1,2,2,1,7,0,0,0,0,0,1,0.133333333,0.117647058,0.411764705,0.285714285,0.133333333,0.235294117,0.2,0.435294117,0.066666667,2.9994652460748235,0.25,-0.46445452980697155,0.0970226711980203,-2.0496850573071144,0.18641052022576332,4.51960320027274,,0.25,1,0.5,0.25,0.25,0,0,0.625,0.25,0.125,0.1971831,28,43,"sa3017113"
"Marcelo Mayer","BOS","AAA",22,12,50,52,10,8,0,0,2,7,10,2,0,12,0,0,0,0,1,0,0.2,0.038461538,0.23076923,0.166666666,0.2,0.23076923,0.32,0.55076923,0.12,5.550546709522905,0.222222222,0.10182669200003147,3.043668572783284,-3.522731537938304,0.2521780339571146,46.35216437410806,,0.222222222,1.307692307,0.210526315,0.447368421,0.342105263,0.461538461,0.153846153,0.60526316,0.18421053,0.21052632,0.10679612,80,126,"sa3017114"
"Shawn Goosenberg","CHW","AA",25,2,7,7,2,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0.285714285,0,0.285714285,0,0.285714285,0.285714285,0.428571428,0.714285713,0.142857143,2.64285714,0.4,-0.01520891860127449,0.8170509634333682,0.029032520742995803,0.32956476722444805,103.68424381590309,,0.4,3,0.2,0.6,0.2,0,0,0.6,0.2,0.2,0.1,15,25,"sa3017116"
"Bennett Hostetler","MIA","AAA",27,3,3,6,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0.333333333,0.333333333,0.166666666,2,0.333333333,0.666666666,0.666666666,1.333333332,0.333333333,0.14285714,0.5,-0.02945199329406023,1.9967097558165432,1.2390482045794367,0.5936257044474283,263.53584295736334,,0.5,0,0.5,0,0.5,1,0,0.5,0.5,0,0.09677419,17,14,"sa3017120"
"Austin Gauthier","LAD","AAA",26,12,38,51,11,7,3,0,1,11,5,13,0,9,0,0,0,1,0,0,0.289473684,0.25490196,0.176470588,1.444444444,0.289473684,0.470588235,0.447368421,0.917956656,0.157894737,2.23524844,0.357142857,-0.10196985676884651,10.545192461461026,3.489736374467808,0.431287944316864,149.4615278082612,,0.357142857,2,0.068965517,0.620689655,0.310344827,0.111111111,0.111111111,0.24137931,0.34482759,0.4137931,0.07731959,87,107,"sa3017121"
"Wilfredo Lara","MIA","A+",21,10,43,45,8,6,2,0,0,4,4,1,0,13,1,0,0,0,4,1,0.186046511,0.022222222,0.288888888,0.076923076,0.186046511,0.222222222,0.232558139,0.454780361,0.046511628,6.476307186764705,0.266666666,0.2666369527578354,1.514605116199535,-3.8997164181360784,0.22650574843088786,27.974051902800245,,0.266666666,1.181818181,0.2,0.433333333,0.366666666,0.363636363,0,0.53333333,0.16666667,0.3,0.12290503,65,114,"sa3017123"
"Sam Praytor","MIA","AA",26,3,8,9,4,3,0,0,1,3,2,0,0,1,1,0,0,0,1,0,0.5,0,0.111111111,0,0.5,0.555555555,0.875,1.430555555,0.375,7.0619652460748235,0.5,0.13916432857513428,3.1586623720550744,2.1454958028817384,0.6507048077053494,311.76140904770415,,0.5,3,0.428571428,0.428571428,0.142857142,0,1,0.71428571,0,0.28571429,0.03030303,15,18,"sa3017151"
"Donta' Williams","WSN","AA",26,6,18,23,1,0,1,0,0,2,1,3,0,6,1,1,0,1,1,0,0.055555555,0.130434782,0.260869565,0.5,0.055555555,0.217391304,0.111111111,0.328502415,0.055555556,6.957497444699982,0.076923076,0.1626596823334694,0.35367241278810924,-2.4322145305521925,0.18874439726705136,12.695145925916618,,0.076923076,0.666666666,0.23076923,0.307692307,0.461538461,0,0,0.30769231,0.61538462,0.07692308,0.07142857,40,58,"sa3017152"
"Connor Pavolony","BAL","AAA",25,4,16,16,4,4,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0.25,0.5,0,2.64285714,0.333333333,-0.03926932439208031,0.6965212767464273,-1.323909526552523,0.23350349068641663,34.47389911147417,,0.333333333,2,0.181818181,0.545454545,0.272727272,0.333333333,0,0.58333333,0.08333333,0.33333333,0.16326531,14,35,"sa3017156"
"EJ Andrews Jr.","COL","A+",24,5,17,20,4,1,1,1,1,2,4,3,0,6,0,0,0,0,0,0,0.235294117,0.15,0.3,0.5,0.235294117,0.35,0.588235294,0.938235294,0.352941177,3.0595238025,0.3,-0.022859858348965645,3.5510483144073635,0.9590238092689665,0.41492640376091006,136.99902556352416,,0.3,0.571428571,0,0.363636363,0.636363636,0.142857142,0.142857142,0.45454545,0.27272727,0.27272727,0.11842105,30,46,"sa3017157"
"Cody Morissette","MIA","AA",25,7,18,22,5,4,0,0,1,4,3,4,0,6,0,0,0,0,5,0,0.277777777,0.181818181,0.272727272,0.666666666,0.277777777,0.409090909,0.444444444,0.853535353,0.166666667,6.71875,0.363636363,0.8783286660909653,3.826428737070123,1.3497993457575237,0.4079945412549106,154.50146681180013,,0.363636363,0.666666666,0.166666666,0.333333333,0.5,0,0.166666666,0.16666667,0.25,0.58333333,0.12195122,30,52,"sa3017158"
"Nic Kent","COL","AA",25,6,17,21,3,3,0,0,0,4,1,4,0,8,0,0,0,0,0,0,0.176470588,0.19047619,0.38095238,0.5,0.176470588,0.333333333,0.176470588,0.509803921,0,2.64285714,0.333333333,-0.06534556113183498,1.722470879510193,-0.821165025278778,0.2764378303573245,67.71688024482008,,0.333333333,1.666666666,0.111111111,0.555555555,0.333333333,0,0,0.55555556,0.11111111,0.33333333,0.10752688,38,55,"sa3017160"
"John Rhodes","LAD","AA",24,10,37,44,12,6,3,0,3,6,9,6,0,15,1,0,0,1,0,0,0.324324324,0.136363636,0.34090909,0.4,0.324324324,0.431818181,0.648648648,1.080466829,0.324324324,0.76785714,0.47368421,-0.06419721292331815,10.643139050214835,4.9514430620365815,0.47821013223041187,186.99415907527055,,0.47368421,0.875,0.318181818,0.318181818,0.363636363,0.25,0.375,0.40909091,0.22727273,0.36363636,0.13017751,61,108,"sa3017162"
"Wyatt Hendrie","PIT","AA",26,4,11,16,2,1,1,0,0,1,0,3,0,5,2,0,0,0,0,1,0.181818181,0.1875,0.3125,0.6,0.181818181,0.4375,0.272727272,0.710227272,0.090909091,2.4107142857142856,0.333333333,-0.4802973233163357,2.5577965111645162,0.6197882027538716,0.3788612298667431,131.9806783110315,,0.333333333,4,0.333333333,0.666666666,0,0,0,0.66666667,0.16666667,0.16666667,0.14754098,28,33,"sa3017163"
"Zach Kokoska","COL","AA",26,7,23,27,0,0,0,0,0,2,1,4,0,17,0,0,0,0,1,0,0,0.148148148,0.629629629,0.235294117,0,0.148148148,0,0.148148148,0,6.601303639326453,0,0.1626596823334694,-1.202422171707005,-4.472811192149967,0.10991190097950122,-36.76694620091836,,0,0.666666666,0.166666666,0.333333333,0.5,0,0,1,0,0,0.31967213,47,75,"sa3017165"
"Cameron Cauley","TEX","AA",22,11,41,51,12,8,1,2,1,8,8,9,0,9,0,1,0,0,3,0,0.292682926,0.176470588,0.176470588,1,0.292682926,0.411764705,0.487804878,0.899569583,0.195121952,8.06280008902981,0.34375,0.5160498074255884,9.525269712944368,2.9280766357377557,0.41019658364501654,144.38367350281592,,0.34375,0.5625,0.242424242,0.272727272,0.484848484,0.1875,0.0625,0.46875,0.34375,0.1875,0.14218009,89,122,"sa3017167"
"Benny Montgomery","COL","AA",22,9,35,40,5,4,0,0,1,3,6,5,0,21,0,0,0,0,0,2,0.142857142,0.125,0.525,0.238095238,0.142857142,0.25,0.228571428,0.478571428,0.085714286,2.447476460911891,0.307692307,-0.9325894061475992,2.2210923388906507,-2.6239284321359606,0.24157497584819793,45.84278259802018,,0.307692307,1,0.285714285,0.357142857,0.357142857,0.2,0.2,0.28571429,0.07142857,0.64285714,0.21176471,58,112,"sa3017169"
"Colson Montgomery","CHW","AAA",23,15,58,64,9,7,0,0,2,6,5,4,0,29,2,0,0,0,0,0,0.155172413,0.0625,0.453125,0.137931034,0.155172413,0.234375,0.258620689,0.492995689,0.103448276,1.79058440875,0.259259259,-0.127625304274261,2.996059365653732,-5.085663847542069,0.2375881802290678,37.07203632960084,,0.259259259,0.923076923,0.107142857,0.428571428,0.464285714,0.307692307,0.153846153,0.44827586,0.27586207,0.27586207,0.19305019,92,167,"sa3017170"
"Ian Moller","TEX","AA",22,4,13,17,3,2,0,0,1,5,2,4,0,8,0,0,0,0,1,0,0.23076923,0.235294117,0.470588235,0.5,0.23076923,0.411764705,0.461538461,0.873303166,0.230769231,6.458029605883452,0.5,0.17037052009254694,3.1489691068594334,0.9499047477905629,0.40830063118654136,143.1958593605133,,0.5,0,0.5,0,0.5,0.5,0.5,0.4,0.4,0.2,0.09210526,34,42,"sa3017171"
"Wes Kath","CHW","A+",22,5,18,23,1,1,0,0,0,3,1,3,0,10,2,0,0,0,1,0,0.055555555,0.130434782,0.434782608,0.3,0.055555555,0.260869565,0.055555555,0.31642512,0,6.681246484339443,0.125,0.11373498104512691,0.6970385230895862,-2.2850567184570445,0.20882808902989264,23.374120094436513,,0.125,7,0,0.875,0.125,1,0,0.75,0.125,0.125,0.22,43,57,"sa3017172"
"Garrett Spain","MIL","AA,AAA",24,13,45,53,8,5,2,0,1,7,3,6,0,19,1,1,0,1,3,0,0.177777777,0.113207547,0.358490566,0.315789473,0.177777777,0.283018867,0.288888888,0.571907755,0.111111111,6.624733121145653,0.269230769,0.46601727325469255,4.073099310736305,-2.4825491055444413,0.2782856394659798,64.79417861833687,,0.269230769,1.1,0.16,0.44,0.4,0.2,0.1,0.48148148,0.22222222,0.2962963,0.17486339,67,116,"sa3017174"
"Josue Gonzalez","NYY","A",21,10,27,33,2,1,1,0,0,2,2,5,0,8,0,1,0,0,2,0,0.074074074,0.151515151,0.242424242,0.625,0.074074074,0.212121212,0.111111111,0.323232323,0.037037037,5.722679527324823,0.1,0.37125267926603556,0.28251575744810864,-4.304995603197185,0.1895369580297759,6.1583663829525435,,0.1,0.875,0.210526315,0.368421052,0.421052631,0.5,0,0.4,0.35,0.25,0.13333333,57,78,"sa3017175"
"Jaden Rudd","TOR","A",22,5,14,17,4,2,2,0,0,3,9,3,0,6,0,0,0,0,1,1,0.285714285,0.176470588,0.352941176,0.5,0.285714285,0.411764705,0.428571428,0.840336133,0.142857143,4.780119802774795,0.5,-0.31762459920719266,3.1977050342538402,0.8344416060426282,0.4124820442760692,135.3088697638007,,0.5,6,0.125,0.75,0.125,1,0,0.625,0.125,0.25,0.13414634,32,50,"sa3017178"
"Damon Keith","LAD","AA",25,11,38,45,9,7,2,0,0,6,2,5,1,17,0,2,0,0,1,0,0.236842105,0.111111111,0.377777777,0.294117647,0.236842105,0.311111111,0.289473684,0.600584795,0.052631579,5.100947489113889,0.391304347,0.1456792843528092,3.551918259194197,-2.269134455988108,0.2771316319704056,61.01848639731753,,0.391304347,1.166666666,0.409090909,0.318181818,0.272727272,0,0,0.26086957,0.47826087,0.26086957,0.16949153,68,109,"sa3017179"
"Reed Trimble","BAL","AA",25,1,3,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.333333333,0,0,0,0.333333333,0.5,0.333333333,0.833333333,0,5,0.333333333,0.18132984265685081,0.7954076240288696,0.3109055469262084,0.430164635181427,164.17011641837206,,0.333333333,2,0.333333333,0.666666666,0,0,0,0.33333333,0.33333333,0.33333333,0,3,7,"sa3017180"
"Caleb Durbin","MIL","AAA",25,13,54,58,15,8,5,0,2,12,3,3,0,5,0,0,1,0,3,2,0.277777777,0.051724137,0.086206896,0.6,0.277777777,0.315789473,0.481481481,0.797270954,0.203703704,5.8056840143065855,0.276595744,-0.3976303683593869,8.313138705656383,0.989077043697688,0.3577522865512915,113.5044882108922,,0.276595744,1.666666666,0.304347826,0.434782608,0.260869565,0.333333333,0.166666666,0.60784314,0.17647059,0.21568627,0.07772021,66,127,"sa3017183"
"Rowdey Jordan","NYM","AA,AAA",26,7,17,18,3,2,0,0,1,3,4,1,0,6,0,0,0,0,0,0,0.176470588,0.055555555,0.333333333,0.166666666,0.176470588,0.222222222,0.352941176,0.575163398,0.176470588,2.64285714,0.2,-0.028969742357730865,1.280634221695476,-0.9408363727106519,0.26555415656831527,58.08607584201705,,0.2,0.8,0.181818181,0.363636363,0.454545454,0.4,0.2,0.54545455,0.18181818,0.27272727,0.15384615,24,41,"sa3017214"
"Quincy Hamilton","HOU","AAA",27,16,56,65,6,5,0,0,1,4,3,8,0,21,1,0,0,1,1,0,0.107142857,0.123076923,0.323076923,0.38095238,0.107142857,0.23076923,0.160714285,0.391483515,0.053571428,3.5756162602493196,0.147058823,0.12862110324203968,0.6079535553275639,-8.3842943986834,0.20558138902370746,6.760862894760238,,0.147058823,0.631578947,0.114285714,0.342857142,0.542857142,0.315789473,0.052631578,0.34285714,0.31428571,0.34285714,0.13229572,100,157,"sa3017215"
"Juan Benjamin","CLE","A+",22,7,23,27,6,4,2,0,0,4,3,3,0,5,1,0,0,0,2,1,0.260869565,0.111111111,0.185185185,0.6,0.260869565,0.37037037,0.347826086,0.718196456,0.086956521,5.711037758785993,0.333333333,-0.1333630532026291,3.64010725131171,0.39151433071034214,0.3621179704312925,112.05181259330783,,0.333333333,1.8,0.222222222,0.5,0.277777777,0,0,0.44444444,0.22222222,0.33333333,0.15789474,30,65,"sa3017217"
"Adam Zebrowski","ATL","AA",24,7,26,31,5,5,0,0,0,4,3,5,0,8,0,0,0,0,0,0,0.192307692,0.161290322,0.258064516,0.625,0.192307692,0.322580645,0.192307692,0.514888337,0,2.01785714,0.277777777,-0.1520891860127449,2.3049124423757514,-1.1848835181101836,0.2714768821193326,66.04719784404831,,0.277777777,3.333333333,0.277777777,0.555555555,0.166666666,0.333333333,0,0.61111111,0.16666667,0.22222222,0.15254237,47,71,"sa3017221"
"Drew Swift","OAK","AA",26,6,19,22,1,1,0,0,0,2,0,3,0,7,0,0,0,1,1,0,0.052631578,0.136363636,0.318181818,0.428571428,0.052631578,0.181818181,0.052631578,0.234449759,0,6.702159917499495,0.083333333,0.18024701438844204,-0.6227549087773854,-3.468602902866512,0.1448069377378984,-21.88292944917851,,0.083333333,3.5,0.181818181,0.636363636,0.181818181,0,0,0.5,0.08333333,0.41666667,0.10638298,42,52,"sa3017281"
"Vaun Brown","SFG","AA",27,10,25,26,6,5,1,0,0,0,2,0,0,9,1,0,0,1,2,0,0.24,0,0.346153846,0,0.24,0.269230769,0.28,0.549230769,0.04,4.758769757263128,0.375,0.3439895249903202,1.8721450870465148,-1.2771184141207828,0.2632574484898494,59.44707663720711,,0.375,1.4,0.25,0.4375,0.3125,0.4,0,0.625,0.125,0.25,0.17757009,37,70,"sa3017282"
"CJ Rodriguez","OAK","A+",24,6,18,25,5,4,1,0,0,1,2,7,0,7,0,0,0,0,0,0,0.277777777,0.28,0.28,1,0.277777777,0.48,0.333333333,0.813333333,0.055555556,0.14285714,0.454545454,-0.14016584865748882,4.578390619906325,1.570434211942095,0.42688957691192625,152.20934079310538,,0.454545454,1,0.4,0.3,0.3,0.333333333,0,0.27272727,0.27272727,0.45454545,0.13888889,48,60,"sa3017283"
"Shane McGuire","OAK","AA",26,6,20,22,3,2,0,0,1,2,2,2,0,3,0,0,0,2,0,0,0.15,0.09090909,0.136363636,0.666666666,0.15,0.227272727,0.3,0.527272727,0.15,1.08035714,0.125,-0.0197529885917902,1.2072632509242298,-1.6385847431648968,0.24744835766878995,42.42191618918985,,0.125,0.875,0.117647058,0.411764705,0.470588235,0.125,0.125,0.52941176,0.11764706,0.35294118,0.08536585,33,49,"sa3017284"
"BJ Murray Jr.","CHC","AA",25,9,30,38,8,5,0,0,3,4,5,7,0,9,1,0,0,1,0,1,0.266666666,0.184210526,0.236842105,0.777777777,0.266666666,0.421052631,0.566666666,0.987719297,0.3,1.0309826214909377,0.277777777,-0.5929406620562077,7.982029755223574,3.7042153520472656,0.45752103391446564,186.59130581487733,,0.277777777,0.8,0.142857142,0.38095238,0.476190476,0.1,0.3,0.66666667,0.23809524,0.0952381,0.10429448,65,98,"sa3017287"
"Jonny Butler","OAK","A+",26,4,10,15,1,0,1,0,0,1,0,5,0,3,0,0,0,0,0,0,0.1,0.333333333,0.2,1.666666666,0.1,0.4,0.2,0.6,0.1,0.5595238025,0.142857142,-0.06371174938976765,1.8684311704655059,0.06365732568696807,0.348368239402771,103.52716357626402,,0.142857142,0.5,0.142857142,0.285714285,0.571428571,0.5,0,0.14285714,0.14285714,0.71428571,0.06557377,27,34,"sa3017292"
"James Triantos","CHC","AAA",22,12,49,52,12,10,2,0,0,7,2,3,0,7,0,0,0,2,6,1,0.244897959,0.057692307,0.134615384,0.428571428,0.244897959,0.288461538,0.285714285,0.574175823,0.040816326,6.9064782325090865,0.285714285,0.627554845996201,3.8991055339043377,-2.667294576817251,0.2726593395838371,59.379651988277345,,0.285714285,3.428571428,0.184210526,0.631578947,0.184210526,0.428571428,0,0.42105263,0.18421053,0.39473684,0.10227273,59,117,"sa3017295"
"Damiano Palmegiani","TOR","AAA",25,10,24,28,3,3,0,0,0,3,1,3,0,10,1,0,0,3,0,0,0.125,0.107142857,0.357142857,0.3,0.125,0.25,0.125,0.375,0,2.64285714,0.214285714,-0.06872131768614054,0.623912079191838,-2.9118418265813246,0.20704701329980577,17.645800466291423,,0.214285714,1,0.285714285,0.357142857,0.357142857,0.2,0,0.42857143,0.35714286,0.21428571,0.15384615,48,69,"sa3017326"
"T.J. Rumfield","NYY","AAA",25,16,55,67,17,8,6,0,3,14,12,10,1,8,2,0,0,2,0,1,0.309090909,0.149253731,0.119402985,1.25,0.309090909,0.43283582,0.581818181,1.014654001,0.272727272,3.081377114167873,0.318181818,-0.6313491584733129,14.624055925475494,6.16350193666114,0.4510527587298191,172.84986237083135,,0.318181818,0.75,0.255319148,0.319148936,0.425531914,0.35,0.15,0.57446809,0.19148936,0.23404255,0.07835821,103,165,"sa3017330"
"Dru Baker","TBR","AAA",25,14,42,50,10,9,0,0,1,10,2,8,0,9,0,0,0,0,1,3,0.238095238,0.16,0.18,0.888888888,0.238095238,0.36,0.309523809,0.669523809,0.071428571,4.232397319306046,0.28125,-1.3013542285189033,5.982850542615912,-0.33099571769330705,0.32827919721603394,94.75762151869222,,0.28125,1.875,0.28125,0.46875,0.25,0,0.125,0.54545455,0.18181818,0.27272727,0.08994709,71,118,"sa3017331"
"Braiden Ward","COL","AA",26,6,16,17,6,5,1,0,0,4,2,1,0,5,0,0,0,0,4,1,0.375,0.058823529,0.294117647,0.2,0.375,0.411764705,0.4375,0.849264705,0.0625,6.929143957198077,0.545454545,0.3197026886045933,2.9997313273046706,0.9405974996183608,0.40069400913575115,145.67927965494297,,0.545454545,5,0.454545454,0.454545454,0.09090909,0,0,0.45454545,0.09090909,0.45454545,0.14035088,17,40,"sa3017332"
"Luis Leones","CIN","A",22,8,18,27,7,6,0,0,1,10,4,6,0,7,2,0,0,1,3,0,0.388888888,0.222222222,0.259259259,0.857142857,0.388888888,0.576923076,0.555555555,1.132478631,0.166666667,6.785714285714286,0.6,0.5329229133203626,8.069982827352987,4.316564441370474,0.5500543896968548,215.00355136243488,,0.6,1.333333333,0.363636363,0.363636363,0.272727272,0.666666666,0.333333333,0.27272727,0.09090909,0.63636364,0.11764706,51,51,"sa3017336"
"Carter Jensen","KCR","AA",21,11,48,53,12,11,0,1,0,7,2,4,0,15,1,0,0,1,0,1,0.25,0.075471698,0.283018867,0.266666666,0.25,0.320754716,0.291666666,0.612421382,0.041666666,5.531513887343452,0.363636363,-0.5373741760849953,5.048830778391854,-1.8070757528228603,0.2972809919771158,73.64205966643063,,0.363636363,1.3,0.258064516,0.419354838,0.322580645,0.2,0,0.42424242,0.03030303,0.54545455,0.11111111,68,121,"sa3017339"
"Josh Crouch","LAA","AA",26,5,13,17,4,3,0,0,1,4,2,2,0,5,2,0,0,1,0,0,0.307692307,0.117647058,0.294117647,0.4,0.307692307,0.470588235,0.538461538,1.009049773,0.230769231,2.64285714,0.428571428,-0.10646243020892143,3.803399785191569,1.8896407100863788,0.4762705599560457,198.73973869895374,,0.428571428,0.5,0.625,0.125,0.25,0.5,0.5,0.5,0.375,0.125,0.24285714,23,47,"sa3017370"
"JT Schwartz","NYM","A,AA",25,4,9,11,1,1,0,0,0,0,1,1,0,5,1,0,0,0,0,1,0.111111111,0.09090909,0.454545454,0.2,0.111111111,0.272727272,0.111111111,0.383838383,0,2.5,0.25,-0.5125860190019011,0.4718922471916942,-1.0036082768523427,0.23055125908418136,32.59443666716981,,0.25,3,0,0.75,0.25,1,0,0.5,0.25,0.25,0.2,15,30,"sa3017371"
"Paul McIntosh","PHI","AA",27,4,10,15,3,2,0,0,1,1,6,3,0,5,1,1,0,0,0,0,0.3,0.2,0.333333333,0.6,0.3,0.466666666,0.6,1.066666666,0.3,0.14285714,0.4,-0.05601048097014427,3.446218379235102,1.629335590100123,0.47081825335820515,189.67752899876672,,0.4,0.666666666,0.166666666,0.333333333,0.5,0.666666666,0.333333333,0.83333333,0,0.16666667,0.16666667,29,31,"sa3017372"
"Joe Mack","MIA","AA",22,9,31,38,9,5,2,0,2,7,4,6,0,9,1,0,0,0,1,0,0.29032258,0.157894736,0.236842105,0.666666666,0.29032258,0.421052631,0.548387096,0.969439727,0.258064516,4.978074226025984,0.35,0.017492979764938354,7.7921420542986946,3.514327651122387,0.4506701764307524,182.15241055135476,,0.35,1,0.428571428,0.285714285,0.285714285,0.333333333,0.333333333,0.5,0.22727273,0.27272727,0.15107914,60,79,"sa3017374"
